episode,phase,step0_tool,reward,success,top_patterns
604,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
605,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
606,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
607,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
608,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
609,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
610,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
611,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
612,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
613,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
614,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
615,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
616,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
617,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
618,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
619,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
620,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
621,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
622,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
623,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
624,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
625,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
626,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
627,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
628,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
629,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
630,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
631,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
632,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
633,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
634,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
635,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
636,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
637,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
638,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
639,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
640,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
641,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
642,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
643,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
644,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
645,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
646,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
647,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
648,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
649,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
650,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
651,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
652,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
653,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
654,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
655,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
656,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
657,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
658,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
659,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
660,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
661,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
662,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
663,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
664,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
665,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
666,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
667,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
668,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
669,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
670,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
671,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
672,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
673,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
674,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
675,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
676,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
677,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
678,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
679,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
680,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
681,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
682,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
683,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
684,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
685,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
686,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
687,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
688,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
689,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
690,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
691,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
692,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
693,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
694,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
695,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
696,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
697,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
698,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
699,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
700,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
701,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
702,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
703,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
704,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
705,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
706,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
707,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
708,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
709,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
710,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
711,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
712,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
713,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
714,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
715,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
716,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
717,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
718,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
719,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
720,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
721,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
722,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
723,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
724,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
725,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
726,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
727,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
728,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
729,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
730,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
731,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
732,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
733,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
734,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
735,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
736,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
737,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
738,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
739,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
740,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
741,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
742,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
743,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
744,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
745,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
746,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
747,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
748,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
749,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
750,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
751,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
752,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
753,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
754,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
755,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
756,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
757,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
758,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
759,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
760,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
761,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
762,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
763,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
764,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
765,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
766,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
767,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
768,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
769,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
770,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
771,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
772,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
773,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
774,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
775,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
776,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
777,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
778,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
779,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
780,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
781,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
782,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
783,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
784,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
785,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
786,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
787,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
788,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
789,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
790,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
791,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
792,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
793,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
794,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
795,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
796,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
797,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
798,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
799,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
800,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
801,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
802,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
803,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
804,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
805,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
806,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
807,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
808,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
809,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
810,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
811,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
812,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
813,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
814,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
815,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
816,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
817,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
818,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
819,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
820,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
821,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
822,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
823,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
824,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
825,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
826,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
827,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
828,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
829,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
830,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
831,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
832,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
833,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
834,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
835,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
836,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
837,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
838,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
839,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
840,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
841,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
842,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
843,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
844,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
845,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
846,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
847,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
848,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
849,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
850,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
851,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
852,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
853,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
854,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
855,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
856,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
857,phase_online_linguistics.json,standard,-1.0,0,textblob.TextBlob:1.000
